date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:58:44	21124/21124	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:52:00%20GMT	https://validthemes.live/themeforest/farmi/404.html	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/404.html	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:58:45	25143/25143	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:52:36%20GMT	https://validthemes.live/themeforest/farmi/gallery.html	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/gallery.html	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:58:45	26587/26587	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:52:26%20GMT	https://validthemes.live/themeforest/farmi/blog-standard.html	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/blog-standard.html	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:58:46	36804/36804	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:52:30%20GMT	https://validthemes.live/themeforest/farmi/blog-with-sidebar.html	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/blog-with-sidebar.html	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:58:47	28245/28245	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:52:12%20GMT	https://validthemes.live/themeforest/farmi/blog-2-colum.html	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/blog-2-colum.html	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:58:47	31222/31222	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:52:14%20GMT	https://validthemes.live/themeforest/farmi/blog-3-colum.html	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/blog-3-colum.html	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:58:47	32142/32142	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:52:22%20GMT	https://validthemes.live/themeforest/farmi/blog-single.html	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/blog-single.html	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:58:48	42836/42836	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:52:18%20GMT	https://validthemes.live/themeforest/farmi/blog-single-with-sidebar.html	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/blog-single-with-sidebar.html	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:58:53	230387/230387	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20Jan%202021%2005:45:28%20GMT	https://validthemes.live/themeforest/farmi/assets/img/banner/3.jpg	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/banner/3.jpg	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:58:53	32438/32438	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Jan%202021%2022:35:36%20GMT	https://validthemes.live/themeforest/farmi/assets/img/shape/6.png	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/shape/6.png	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:58:54	177442/177442	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20Jan%202021%2005:56:42%20GMT	https://validthemes.live/themeforest/farmi/assets/img/banner/4.jpg	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/banner/4.jpg	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:58:57	93672/93672	---M--	200	added ('OK')	image/jpeg	date:Sun,%2024%20Jan%202021%2021:56:04%20GMT	https://validthemes.live/themeforest/farmi/assets/img/services/1.jpg	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/services/1.jpg	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:58:57	73951/73951	---M--	200	added ('OK')	image/jpeg	date:Sun,%2024%20Jan%202021%2022:04:06%20GMT	https://validthemes.live/themeforest/farmi/assets/img/services/2.jpg	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/services/2.jpg	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:58:58	31207/31207	---M--	200	added ('OK')	image/jpeg	date:Sun,%2024%20Jan%202021%2022:07:14%20GMT	https://validthemes.live/themeforest/farmi/assets/img/services/3.jpg	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/services/3.jpg	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:58:59	72396/72396	---M--	200	added ('OK')	image/jpeg	date:Sun,%2024%20Jan%202021%2022:09:08%20GMT	https://validthemes.live/themeforest/farmi/assets/img/services/4.jpg	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/services/4.jpg	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:58:59	12802/12802	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Jan%202021%2002:02:38%20GMT	https://validthemes.live/themeforest/farmi/assets/img/shape/brush-up.png	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/shape/brush-up.png	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:58:59	53611/53611	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Jan%202021%2023:13:48%20GMT	https://validthemes.live/themeforest/farmi/assets/img/shape/12.png	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/shape/12.png	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:00	67657/67657	---M--	200	added ('OK')	image/jpeg	date:Sun,%2024%20Jan%202021%2022:13:18%20GMT	https://validthemes.live/themeforest/farmi/assets/img/about/3.jpg	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/about/3.jpg	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:01	51447/51447	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Jan%202021%2020:41:58%20GMT	https://validthemes.live/themeforest/farmi/assets/img/thumb/2.jpg	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/thumb/2.jpg	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:02	8290/8290	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Jan%202021%2005:52:58%20GMT	https://validthemes.live/themeforest/farmi/assets/img/clients/1.png	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/clients/1.png	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:02	81123/81123	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Jan%202021%2022:17:14%20GMT	https://validthemes.live/themeforest/farmi/assets/img/illustration/3.png	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/illustration/3.png	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:02	69716/69716	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Jan%202021%2020:42:46%20GMT	https://validthemes.live/themeforest/farmi/assets/img/thumb/1.jpg	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/thumb/1.jpg	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:03	5282/5282	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Jan%202021%2005:52:00%20GMT	https://validthemes.live/themeforest/farmi/assets/img/clients/2.png	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/clients/2.png	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:04	5963/5963	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Jan%202021%2005:57:16%20GMT	https://validthemes.live/themeforest/farmi/assets/img/clients/3.png	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/clients/3.png	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:04	4337/4337	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Jan%202021%2005:58:44%20GMT	https://validthemes.live/themeforest/farmi/assets/img/clients/4.png	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/clients/4.png	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:05	12054/12054	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Jan%202021%2005:54:16%20GMT	https://validthemes.live/themeforest/farmi/assets/img/clients/5.png	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/clients/5.png	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:05	11647/11647	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Jan%202021%2005:53:40%20GMT	https://validthemes.live/themeforest/farmi/assets/img/clients/6.png	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/clients/6.png	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:05	18413/18413	---M--	200	added ('OK')	image/png	date:Sat,%2016%20Jan%202021%2002:40:30%20GMT	https://validthemes.live/themeforest/farmi/assets/img/shape/5.png	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/shape/5.png	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:07	59365/59365	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20Jan%202021%2022:33:44%20GMT	https://validthemes.live/themeforest/farmi/assets/img/gallery/2.jpg	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/gallery/2.jpg	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:07	54464/54464	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20Jan%202021%2022:27:26%20GMT	https://validthemes.live/themeforest/farmi/assets/img/gallery/3.jpg	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/gallery/3.jpg	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:10	36322/36322	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20Jan%202021%2022:14:14%20GMT	https://validthemes.live/themeforest/farmi/assets/img/gallery/5.jpg	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/gallery/5.jpg	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:11	93826/93826	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20Jan%202021%2022:55:30%20GMT	https://validthemes.live/themeforest/farmi/assets/img/gallery/10.jpg	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/gallery/10.jpg	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:11	85243/85243	---M--	200	added ('OK')	image/jpeg	date:Sun,%2024%20Jan%202021%2021:32:18%20GMT	https://validthemes.live/themeforest/farmi/assets/img/blog/1.jpg	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/blog/1.jpg	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:12	24933/24933	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Mar%202018%2014:51:24%20GMT	https://validthemes.live/themeforest/farmi/assets/img/team/4.jpg	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/team/4.jpg	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:12	66471/66471	---M--	200	added ('OK')	image/jpeg	date:Sun,%2024%20Jan%202021%2021:03:06%20GMT	https://validthemes.live/themeforest/farmi/assets/img/blog/2.jpg	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/blog/2.jpg	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:14	112870/112870	---M--	200	added ('OK')	image/jpeg	date:Sun,%2020%20May%202018%2005:37:00%20GMT	https://validthemes.live/themeforest/farmi/assets/img/team/5.jpg	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/team/5.jpg	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:14	100334/100334	---M--	200	added ('OK')	image/jpeg	date:Sun,%2024%20Jan%202021%2021:01:22%20GMT	https://validthemes.live/themeforest/farmi/assets/img/blog/3.jpg	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/blog/3.jpg	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:16	19219/19219	---M--	200	added ('OK')	image/jpeg	date:Sun,%2024%20Jan%202021%2021:44:10%20GMT	https://validthemes.live/themeforest/farmi/assets/img/thumbs/3.jpg	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/thumbs/3.jpg	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:16	59307/59307	---M--	200	added ('OK')	image/jpeg	date:Sun,%2020%20May%202018%2004:42:02%20GMT	https://validthemes.live/themeforest/farmi/assets/img/team/6.jpg	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/team/6.jpg	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:16	85162/85162	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Jan%202021%2020:34:14%20GMT	https://validthemes.live/themeforest/farmi/assets/img/shape/2.png	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/shape/2.png	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:19	16066/16066	---M--	200	added ('OK')	image/jpeg	date:Sun,%2024%20Jan%202021%2021:44:34%20GMT	https://validthemes.live/themeforest/farmi/assets/img/thumbs/5.jpg	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/img/thumbs/5.jpg	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:19	19188/19188	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2028%20May%202020%2000:01:28%20GMT	https://validthemes.live/themeforest/farmi/assets/js/popper.min.js	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/js/popper.min.js	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:19	97163/97163	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Aug%202018%2023:45:20%20GMT	https://validthemes.live/themeforest/farmi/assets/js/jquery-1.12.4.min.js	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/js/jquery-1.12.4.min.js	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:20	4474/4474	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Aug%202018%2023:45:20%20GMT	https://validthemes.live/themeforest/farmi/assets/js/jquery.appear.js	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/js/jquery.appear.js	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:20	5599/5599	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Aug%202018%2023:45:20%20GMT	https://validthemes.live/themeforest/farmi/assets/js/jquery.easing.min.js	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/js/jquery.easing.min.js	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:21	60010/60010	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2003%20Apr%202020%2007:46:26%20GMT	https://validthemes.live/themeforest/farmi/assets/js/bootstrap.min.js	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/js/bootstrap.min.js	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:21	20216/20216	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Aug%202018%2023:45:20%20GMT	https://validthemes.live/themeforest/farmi/assets/js/jquery.magnific-popup.min.js	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/js/jquery.magnific-popup.min.js	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:22	15253/15253	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Aug%202018%2023:45:20%20GMT	https://validthemes.live/themeforest/farmi/assets/js/modernizr.custom.13711.js	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/js/modernizr.custom.13711.js	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:22	42767/42767	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Aug%202018%2023:45:20%20GMT	https://validthemes.live/themeforest/farmi/assets/js/owl.carousel.min.js	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/js/owl.carousel.min.js	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:22	8415/8415	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Aug%202018%2023:45:22%20GMT	https://validthemes.live/themeforest/farmi/assets/js/wow.min.js	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/js/wow.min.js	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:23	462/462	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Aug%202018%2023:45:20%20GMT	https://validthemes.live/themeforest/farmi/assets/js/progress-bar.min.js	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/js/progress-bar.min.js	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:23	35313/35313	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Aug%202018%2023:45:20%20GMT	https://validthemes.live/themeforest/farmi/assets/js/isotope.pkgd.min.js	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/js/isotope.pkgd.min.js	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:23	5441/5441	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2016%20Sep%202018%2011:45:28%20GMT	https://validthemes.live/themeforest/farmi/assets/js/imagesloaded.pkgd.min.js	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/js/imagesloaded.pkgd.min.js	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:24	2621/2621	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Aug%202018%2023:45:18%20GMT	https://validthemes.live/themeforest/farmi/assets/js/count-to.js	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/js/count-to.js	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:25	45216/45216	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2012%20Mar%202019%2016:51:14%20GMT	https://validthemes.live/themeforest/farmi/assets/js/YTPlayer.min.js	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/js/YTPlayer.min.js	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:25	2791/2791	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2019%20Jan%202021%2019:31:44%20GMT	https://validthemes.live/themeforest/farmi/assets/js/loopcounter.js	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/js/loopcounter.js	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:26	2942/2942	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2019%20Jul%202020%2019:00:42%20GMT	https://validthemes.live/themeforest/farmi/assets/js/jquery.nice-select.min.js	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/js/jquery.nice-select.min.js	(from https://validthemes.live/themeforest/farmi/index-2.html)
08:59:26	27323/27323	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2012%20Aug%202020%2017:27:44%20GMT	https://validthemes.live/themeforest/farmi/assets/js/bootsnav.js	D:/DATA/mOYO/Final%20year/farmy2/validthemes.live/themeforest/farmi/assets/js/bootsnav.js	(from https://validthemes.live/themeforest/farmi/index-2.html)
